customer_num,most_common_order_type,average_days_between_orders,median_days_between_orders,max_gap_between_orders,first_order_date,last_order_date,num_orders,num_of_unique_items,company_lifetime_in_days,orders_per_week,Churned
672,Régulière,72 days 00:00:00.000000000,72 days 00:00:00.000000000,111 days 00:00:00.000000000,2017-09-06,2018-01-28,3,4,144 days 00:00:00.000000000,0.14583333333333331,1
674,PO requis,17 days 00:55:23.076923077,8 days 00:00:00.000000000,74 days 00:00:00.000000000,2017-04-11,2018-06-28,231,20,443 days 00:00:00.000000000,3.650112866817156,0
689,Régulière,71 days 14:24:00.000000000,42 days 00:00:00.000000000,156 days 00:00:00.000000000,2017-06-20,2018-06-13,6,9,358 days 00:00:00.000000000,0.11731843575418995,1
695,Régulière,27 days 05:38:49.411764706,26 days 00:00:00.000000000,65 days 00:00:00.000000000,2017-04-05,2018-07-12,18,22,463 days 00:00:00.000000000,0.27213822894168466,0
705,Régulière,153 days 16:00:00.000000000,160 days 00:00:00.000000000,196 days 00:00:00.000000000,2017-04-12,2018-07-17,4,5,461 days 00:00:00.000000000,0.060737527114967466,1
713,Régulière,373 days 00:00:00.000000000,373 days 00:00:00.000000000,373 days 00:00:00.000000000,2017-06-12,2018-06-20,2,4,373 days 00:00:00.000000000,0.03753351206434316,1
716,Narcotique,38 days 08:43:38.181818182,34 days 00:00:00.000000000,70 days 00:00:00.000000000,2017-04-03,2018-05-30,12,18,422 days 00:00:00.000000000,0.1990521327014218,0
721,Régulière,24 days 02:31:34.736842105,20 days 00:00:00.000000000,127 days 00:00:00.000000000,2017-04-09,2018-07-11,20,26,458 days 00:00:00.000000000,0.3056768558951965,1
723,Régulière,10 days 06:15:39.130434782,8 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-02,2018-07-18,49,52,472 days 00:00:00.000000000,0.7266949152542372,0
724,Narcotique,31 days 18:27:41.538461538,30 days 00:00:00.000000000,64 days 00:00:00.000000000,2017-04-10,2018-05-28,13,19,413 days 00:00:00.000000000,0.22033898305084748,0
728,Régulière,7 days 17:25:09.677419354,6 days 00:00:00.000000000,28 days 00:00:00.000000000,2017-04-06,2018-07-29,89,134,479 days 00:00:00.000000000,1.3006263048016702,0
737,PO requis,15 days 18:51:25.714285714,13 days 12:00:00.000000000,39 days 00:00:00.000000000,2017-04-26,2018-07-12,27,37,442 days 00:00:00.000000000,0.4276018099547511,0
744,Régulière,1 days 12:00:00.000000000,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-02,401,502,486 days 00:00:00.000000000,5.775720164609053,0
746,Régulière,4 days 01:24:42.352941176,4 days 00:00:00.000000000,15 days 00:00:00.000000000,2017-04-04,2018-07-31,139,665,483 days 00:00:00.000000000,2.0144927536231885,0
752,Régulière,1 days 11:18:55.135135135,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-05,628,1233,490 days 00:00:00.000000000,8.971428571428572,0
753,Régulière,1 days 19:10:55.762081784,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-07-31,369,539,484 days 00:00:00.000000000,5.336776859504132,0
756,Régulière,1 days 22:17:08.571428571,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-02,438,1463,486 days 00:00:00.000000000,6.3086419753086425,0
760,Régulière,2 days 01:35:28.176795580,1 days 00:00:00.000000000,12 days 00:00:00.000000000,2017-04-03,2018-04-12,420,825,374 days 00:00:00.000000000,7.86096256684492,0
762,Régulière,1 days 10:06:18.947368421,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,869,1339,486 days 00:00:00.000000000,12.516460905349794,0
763,PO requis,9 days 11:31:12.000000000,7 days 00:00:00.000000000,30 days 00:00:00.000000000,2017-04-05,2018-07-23,51,68,474 days 00:00:00.000000000,0.7531645569620253,0
767,Régulière,3 days 12:31:45.882352941,3 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-03,2018-07-26,190,521,479 days 00:00:00.000000000,2.776617954070981,0
778,Narcotique,51 days 02:40:00.000000000,48 days 00:00:00.000000000,133 days 00:00:00.000000000,2017-04-19,2018-07-23,10,8,460 days 00:00:00.000000000,0.15217391304347827,1
781,Narcotique,18 days 21:07:12.000000000,15 days 00:00:00.000000000,60 days 00:00:00.000000000,2017-04-06,2018-07-22,27,15,472 days 00:00:00.000000000,0.4004237288135593,0
791,Narcotique,33 days 02:10:54.545454545,20 days 00:00:00.000000000,82 days 00:00:00.000000000,2017-06-05,2018-06-04,12,8,364 days 00:00:00.000000000,0.23076923076923078,0
793,Régulière,17 days 00:53:20.000000000,14 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-12,2018-07-16,30,48,460 days 00:00:00.000000000,0.45652173913043476,0
799,PO requis,29 days 00:00:00.000000000,29 days 00:00:00.000000000,29 days 00:00:00.000000000,2018-05-23,2018-06-21,2,2,29 days 00:00:00.000000000,0.48275862068965514,0
802,Régulière,13 days 13:24:42.352941176,13 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-18,2018-07-23,44,68,461 days 00:00:00.000000000,0.6681127982646421,0
805,Narcotique,21 days 00:00:00.000000000,16 days 12:00:00.000000000,58 days 00:00:00.000000000,2017-04-18,2018-07-24,24,22,462 days 00:00:00.000000000,0.36363636363636365,0
811,Narcotique,8 days 12:39:16.363636363,8 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-13,2018-07-26,56,26,469 days 00:00:00.000000000,0.835820895522388,0
813,Narcotique,25 days 22:35:17.647058823,28 days 00:00:00.000000000,46 days 00:00:00.000000000,2017-04-18,2018-07-03,17,20,441 days 00:00:00.000000000,0.2698412698412698,0
820,Narcotique,14 days 06:32:43.636363636,16 days 00:00:00.000000000,28 days 00:00:00.000000000,2017-04-11,2018-07-26,35,37,471 days 00:00:00.000000000,0.5201698513800425,0
822,Régulière,1 days 13:25:06.709265175,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-04,2018-08-05,478,558,488 days 00:00:00.000000000,6.856557377049181,0
828,Régulière,321 days 00:00:00.000000000,321 days 00:00:00.000000000,321 days 00:00:00.000000000,2017-05-02,2018-03-19,2,4,321 days 00:00:00.000000000,0.04361370716510903,1
834,PO requis,12 days 05:36:00.000000000,11 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-05-14,2018-05-16,30,116,367 days 00:00:00.000000000,0.5722070844686649,0
838,Régulière,9 days 11:00:00.000000000,4 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-04-10,2018-07-08,50,245,454 days 00:00:00.000000000,0.7709251101321586,0
841,Régulière,1 days 08:10:32.967032967,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-03,654,1517,488 days 00:00:00.000000000,9.381147540983607,0
842,Régulière,9 days 08:48:58.775510204,7 days 00:00:00.000000000,34 days 00:00:00.000000000,2017-04-23,2018-07-26,53,49,459 days 00:00:00.000000000,0.8082788671023965,0
848,Régulière,1 days 12:33:51.347962382,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,649,1542,486 days 00:00:00.000000000,9.347736625514404,0
859,Narcotique,12 days 15:34:03.243243243,12 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-04,2018-07-16,39,30,468 days 00:00:00.000000000,0.5833333333333333,0
869,Régulière,239 days 00:00:00.000000000,239 days 00:00:00.000000000,239 days 00:00:00.000000000,2017-04-04,2017-11-29,2,2,239 days 00:00:00.000000000,0.05857740585774058,1
887,Régulière,88 days 08:00:00.000000000,91 days 00:00:00.000000000,104 days 00:00:00.000000000,2017-06-06,2018-02-26,4,4,265 days 00:00:00.000000000,0.10566037735849057,1
895,Régulière,11 days 12:00:00.000000000,10 days 12:00:00.000000000,44 days 00:00:00.000000000,2017-04-03,2018-07-30,61,69,483 days 00:00:00.000000000,0.8840579710144927,0
897,Régulière,15 days 20:00:00.000000000,14 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-12,2018-07-31,32,122,475 days 00:00:00.000000000,0.47157894736842104,0
900,Régulière,5 days 11:10:54.545454545,6 days 00:00:00.000000000,20 days 00:00:00.000000000,2017-04-04,2018-07-29,101,210,481 days 00:00:00.000000000,1.46985446985447,0
901,PO requis,9 days 01:23:04.615384615,7 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-04-11,2018-07-26,57,79,471 days 00:00:00.000000000,0.8471337579617835,0
904,Régulière,6 days 12:49:18.904109589,5 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-04,2018-07-25,79,41,477 days 00:00:00.000000000,1.159329140461216,0
908,Régulière,1 days 11:03:57.125748503,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-03,1493,1767,488 days 00:00:00.000000000,21.415983606557376,0
917,Régulière,3 days 01:59:14.140127388,2 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-04,2018-08-01,197,768,484 days 00:00:00.000000000,2.849173553719008,0
947,Régulière,1 days 17:07:07.972027972,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-06,482,687,490 days 00:00:00.000000000,6.885714285714286,0
957,Régulière,2 days 00:42:21.176470588,1 days 00:00:00.000000000,18 days 00:00:00.000000000,2017-04-03,2018-07-30,382,694,483 days 00:00:00.000000000,5.536231884057971,0
971,Régulière,6 days 03:04:36.923076923,6 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-04,2018-07-26,121,210,478 days 00:00:00.000000000,1.771966527196653,0
991,Régulière,175 days 12:00:00.000000000,175 days 12:00:00.000000000,182 days 00:00:00.000000000,2017-05-01,2018-04-17,3,12,351 days 00:00:00.000000000,0.05982905982905984,1
993,Narcotique,11 days 08:00:00.000000000,8 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-05-01,2018-07-17,39,23,442 days 00:00:00.000000000,0.6176470588235294,0
1001,Régulière,3 days 21:16:05.853658536,4 days 00:00:00.000000000,11 days 00:00:00.000000000,2017-04-09,2018-07-31,163,188,478 days 00:00:00.000000000,2.3870292887029287,0
1003,Régulière,2 days 00:23:54.024896265,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-02,622,1515,486 days 00:00:00.000000000,8.958847736625515,0
1009,Narcotique,13 days 04:00:00.000000000,13 days 12:00:00.000000000,26 days 00:00:00.000000000,2017-04-07,2018-07-25,37,18,474 days 00:00:00.000000000,0.5464135021097046,0
1010,Régulière,43 days 08:00:00.000000000,41 days 00:00:00.000000000,71 days 00:00:00.000000000,2017-05-11,2018-06-05,10,10,390 days 00:00:00.000000000,0.1794871794871795,0
1021,PO requis,6 days 03:00:00.000000000,4 days 00:00:00.000000000,66 days 00:00:00.000000000,2017-04-03,2018-08-06,88,339,490 days 00:00:00.000000000,1.2571428571428571,0
1027,Régulière,76 days 00:00:00.000000000,75 days 00:00:00.000000000,112 days 00:00:00.000000000,2017-05-28,2018-06-12,6,10,380 days 00:00:00.000000000,0.1105263157894737,1
1035,Régulière,1 days 10:18:21.176470588,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,891,1338,486 days 00:00:00.000000000,12.833333333333332,0
1051,Régulière,1 days 12:57:08.571428571,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-02,2018-07-31,360,866,485 days 00:00:00.000000000,5.195876288659794,0
1053,Narcotique,19 days 00:00:00.000000000,17 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-06,2018-07-25,25,20,475 days 00:00:00.000000000,0.3684210526315789,0
1054,Régulière,86 days 04:48:00.000000000,90 days 00:00:00.000000000,125 days 00:00:00.000000000,2017-04-12,2018-06-17,6,13,431 days 00:00:00.000000000,0.09744779582366589,1
1066,Régulière,1 days 10:20:10.619469026,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-01,427,833,485 days 00:00:00.000000000,6.162886597938144,0
1069,Régulière,5 days 00:29:41.443298969,5 days 00:00:00.000000000,13 days 00:00:00.000000000,2017-04-06,2018-08-06,155,293,487 days 00:00:00.000000000,2.2279260780287475,0
1070,Régulière,7 days 07:16:21.818181818,6 days 00:00:00.000000000,37 days 00:00:00.000000000,2017-04-07,2018-08-02,69,108,482 days 00:00:00.000000000,1.0020746887966805,0
1075,Narcotique,4 days 12:47:06.168224299,5 days 00:00:00.000000000,10 days 00:00:00.000000000,2017-04-03,2018-08-01,113,25,485 days 00:00:00.000000000,1.6309278350515464,0
1079,Régulière,84 days 00:00:00.000000000,84 days 00:00:00.000000000,84 days 00:00:00.000000000,2017-11-15,2018-02-07,2,3,84 days 00:00:00.000000000,0.16666666666666666,0
1095,Régulière,33 days 05:08:34.285714285,28 days 12:00:00.000000000,64 days 00:00:00.000000000,2017-04-03,2018-07-12,15,30,465 days 00:00:00.000000000,0.22580645161290322,0
1105,Narcotique,19 days 18:46:57.391304347,14 days 00:00:00.000000000,75 days 00:00:00.000000000,2017-04-13,2018-07-12,23,26,455 days 00:00:00.000000000,0.35384615384615387,0
1109,Régulière,1 days 23:07:19.024390243,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-07-30,292,290,483 days 00:00:00.000000000,4.231884057971014,0
1115,Régulière,2 days 12:07:25.360824742,3 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-02,457,1056,486 days 00:00:00.000000000,6.582304526748971,0
1119,Régulière,1 days 18:45:49.090909090,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-06,625,1288,490 days 00:00:00.000000000,8.928571428571429,0
1124,PO requis,329 days 00:00:00.000000000,329 days 00:00:00.000000000,329 days 00:00:00.000000000,2017-07-06,2018-05-31,2,2,329 days 00:00:00.000000000,0.0425531914893617,1
1128,Régulière,4 days 04:02:07.433628318,3 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-10,2018-07-25,144,97,471 days 00:00:00.000000000,2.140127388535032,0
1139,Régulière,1 days 10:06:58.604651162,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-05,756,1167,489 days 00:00:00.000000000,10.822085889570552,0
1145,PO requis,133 days 00:00:00.000000000,133 days 00:00:00.000000000,224 days 00:00:00.000000000,2017-10-15,2018-07-08,3,2,266 days 00:00:00.000000000,0.07894736842105263,1
1148,Régulière,53 days 06:51:25.714285714,35 days 00:00:00.000000000,120 days 00:00:00.000000000,2017-05-09,2018-05-17,8,5,373 days 00:00:00.000000000,0.15013404825737264,1
1149,Narcotique,60 days 20:34:17.142857143,49 days 00:00:00.000000000,200 days 00:00:00.000000000,2017-04-26,2018-06-26,8,5,426 days 00:00:00.000000000,0.13145539906103287,1
1158,Régulière,1 days 10:45:39.823008849,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-06,853,1239,491 days 00:00:00.000000000,12.16089613034623,0
1170,PO requis,8 days 14:50:10.909090909,6 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-13,2018-07-31,67,49,474 days 00:00:00.000000000,0.989451476793249,0
1173,Régulière,18 days 13:50:46.153846153,17 days 12:00:00.000000000,42 days 00:00:00.000000000,2017-04-04,2018-07-31,68,96,483 days 00:00:00.000000000,0.9855072463768116,0
1174,Régulière,182 days 12:00:00.000000000,182 days 12:00:00.000000000,183 days 00:00:00.000000000,2017-04-26,2018-04-26,3,3,365 days 00:00:00.000000000,0.05753424657534246,1
1179,Régulière,3 days 10:18:35.492957746,3 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-02,2018-08-02,196,495,487 days 00:00:00.000000000,2.8172484599589325,0
1182,Régulière,2 days 16:58:20.552486187,2 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-03,2018-08-06,298,747,490 days 00:00:00.000000000,4.257142857142857,0
1192,Régulière,53 days 12:00:00.000000000,14 days 12:00:00.000000000,247 days 00:00:00.000000000,2017-04-18,2018-06-20,9,13,428 days 00:00:00.000000000,0.14719626168224298,1
1195,Régulière,1 days 15:03:37.449664429,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-01,504,929,485 days 00:00:00.000000000,7.274226804123712,0
1202,Régulière,97 days 12:00:00.000000000,97 days 12:00:00.000000000,175 days 00:00:00.000000000,2017-04-20,2018-05-15,5,6,390 days 00:00:00.000000000,0.08974358974358974,1
1207,Régulière,359 days 00:00:00.000000000,359 days 00:00:00.000000000,359 days 00:00:00.000000000,2017-06-06,2018-05-31,2,6,359 days 00:00:00.000000000,0.03899721448467967,1
1209,PO requis,29 days 00:00:00.000000000,19 days 00:00:00.000000000,118 days 00:00:00.000000000,2017-06-07,2018-06-19,8,3,377 days 00:00:00.000000000,0.14854111405835543,1
1211,Régulière,3 days 00:54:20.377358490,3 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-05,2018-08-01,357,783,483 days 00:00:00.000000000,5.173913043478261,0
1219,Narcotique,33 days 12:55:23.076923077,21 days 00:00:00.000000000,85 days 00:00:00.000000000,2017-04-18,2018-06-28,14,15,436 days 00:00:00.000000000,0.22477064220183487,1
1220,Promotion (Fax),19 days 13:00:00.000000000,14 days 12:00:00.000000000,84 days 00:00:00.000000000,2017-04-03,2018-07-16,22,33,469 days 00:00:00.000000000,0.3283582089552239,0
1222,Régulière,36 days 00:00:00.000000000,35 days 00:00:00.000000000,60 days 00:00:00.000000000,2017-04-12,2018-06-18,13,32,432 days 00:00:00.000000000,0.21064814814814814,0
1224,Régulière,7 days 23:36:00.000000000,7 days 00:00:00.000000000,26 days 00:00:00.000000000,2017-04-06,2018-07-29,83,271,479 days 00:00:00.000000000,1.2129436325678498,0
1237,Régulière,6 days 06:04:48.000000000,5 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-13,2018-07-26,90,45,469 days 00:00:00.000000000,1.3432835820895523,0
1244,Narcotique,38 days 06:32:43.636363636,30 days 00:00:00.000000000,89 days 00:00:00.000000000,2017-04-03,2018-05-29,11,21,421 days 00:00:00.000000000,0.1828978622327791,1
1245,Régulière,1 days 11:07:57.108433734,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-02,461,967,486 days 00:00:00.000000000,6.639917695473251,0
1250,PO requis,15 days 04:48:00.000000000,14 days 12:00:00.000000000,39 days 00:00:00.000000000,2017-04-26,2018-07-26,30,57,456 days 00:00:00.000000000,0.4605263157894737,0
1258,Régulière,14 days 00:00:00.000000000,15 days 00:00:00.000000000,33 days 00:00:00.000000000,2017-08-01,2018-07-17,27,252,350 days 00:00:00.000000000,0.5399999999999999,0
1264,Régulière,15 days 15:12:00.000000000,13 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-04-10,2018-07-23,33,126,469 days 00:00:00.000000000,0.4925373134328358,0
1269,Régulière,20 days 22:54:32.727272727,18 days 00:00:00.000000000,89 days 00:00:00.000000000,2017-04-10,2018-07-15,22,13,461 days 00:00:00.000000000,0.33405639913232105,1
1275,Narcotique,75 days 16:00:00.000000000,66 days 00:00:00.000000000,124 days 00:00:00.000000000,2017-05-05,2017-12-18,4,4,227 days 00:00:00.000000000,0.12334801762114539,1
1277,Narcotique,20 days 11:28:41.739130434,19 days 00:00:00.000000000,66 days 00:00:00.000000000,2017-04-10,2018-07-25,25,8,471 days 00:00:00.000000000,0.3715498938428875,0
1307,Régulière,25 days 01:15:47.368421052,27 days 00:00:00.000000000,67 days 00:00:00.000000000,2017-04-10,2018-07-30,19,27,476 days 00:00:00.000000000,0.27941176470588236,0
1312,Régulière,94 days 06:00:00.000000000,93 days 12:00:00.000000000,126 days 00:00:00.000000000,2017-07-04,2018-07-16,5,3,377 days 00:00:00.000000000,0.09283819628647215,1
1313,Narcotique,19 days 00:00:00.000000000,20 days 00:00:00.000000000,45 days 00:00:00.000000000,2017-04-11,2018-07-11,21,22,456 days 00:00:00.000000000,0.3223684210526316,0
1316,Régulière,89 days 14:24:00.000000000,83 days 00:00:00.000000000,158 days 00:00:00.000000000,2017-04-05,2018-06-27,6,20,448 days 00:00:00.000000000,0.09375,1
